,precision,recall,f1-score,support
0,0.866463605741289,0.980480061703527,0.9199525731030049,290421.0
1,0.6425373604893121,0.18844197873324087,0.2914176223296251,54075.0
accuracy,0.8561550787237007,0.8561550787237007,0.8561550787237007,0.8561550787237007
macro avg,0.7545004831153006,0.584461020218384,0.6056850977163151,344496.0
weighted avg,0.8313142521580816,0.8561550787237007,0.8212924218586638,344496.0
