,precision,recall,f1-score,support
0,0.8448571478559057,0.9976447984133379,0.9149160907725901,290421.0
1,0.5598455598455598,0.01608876560332871,0.03127864962519549,54075.0
accuracy,0.8435714783335656,0.8435714783335656,0.8435714783335656,0.8435714783335656
macro avg,0.7023513538507328,0.5068667820083332,0.47309737019889275,344496.0
weighted avg,0.8001193232609629,0.8435714783335656,0.7762128993565929,344496.0
