,precision,recall,f1-score,support
0,0.8616067398826538,0.9859996350126196,0.9196157174948737,290421.0
1,0.6652395850485756,0.14942209893666206,0.2440313495718881,54075.0
accuracy,0.8546833635223631,0.8546833635223631,0.8546833635223631,0.8546833635223631
macro avg,0.7634231624656147,0.5677108669746408,0.5818235335333809,344496.0
weighted avg,0.8307832937536631,0.8546833635223631,0.8135702925975297,344496.0
