loss,accuracy,precision_186,recall_186,val_loss,val_accuracy,val_precision_186,val_recall_186
0.5264617800712585,0.8426758050918579,0.4789358079433441,0.12699690461158752,0.35012248158454895,0.8556296825408936,0.6616953611373901,0.14427749812602997
0.34996241331100464,0.8556694388389587,0.6502178907394409,0.1565684825181961,0.34829142689704895,0.8570433259010315,0.6619279384613037,0.1627233326435089
0.3485009968280792,0.8560594916343689,0.6434028744697571,0.16791436076164246,0.34622588753700256,0.8576703071594238,0.6626690030097961,0.17038573324680328
0.3471584916114807,0.8566237092018127,0.6473034620285034,0.17242705821990967,0.3450489342212677,0.8579286932945251,0.6772264838218689,0.16300366818904877
0.3483879864215851,0.8562753796577454,0.6439707279205322,0.17050305008888245,0.34522977471351624,0.8571072220802307,0.639642596244812,0.18328100442886353
0.34625062346458435,0.8564858436584473,0.6423863768577576,0.17502740025520325,0.3485671281814575,0.8578677177429199,0.6558513045310974,0.1786835640668869
0.34755170345306396,0.8562372922897339,0.6424729824066162,0.1713426113128662,0.3466481566429138,0.8566659688949585,0.7007583379745483,0.13470882177352905
0.34658852219581604,0.856826901435852,0.6455744504928589,0.17690478265285492,0.3462543189525604,0.8560418486595154,0.6168029308319092,0.19318605959415436
0.3464961349964142,0.8569393754005432,0.6418358087539673,0.18215210735797882,0.3449302017688751,0.8568198084831238,0.6741610169410706,0.1513044834136963
0.34627753496170044,0.8571226596832275,0.6453620791435242,0.18132418394088745,0.3443138301372528,0.8571710586547852,0.6814502477645874,0.15104283392429352
0.347529798746109,0.8565475344657898,0.6408474445343018,0.1774178445339203,0.3479834496974945,0.8565643429756165,0.6006488800048828,0.22835837304592133
0.3467658758163452,0.8558871150016785,0.6265103816986084,0.18259520828723907,0.3474656939506531,0.8547443151473999,0.5687549710273743,0.26807206869125366
0.3464881479740143,0.8563751578330994,0.6320448517799377,0.18399450182914734,0.35088056325912476,0.8513364195823669,0.5652965903282166,0.18557973206043243
0.34682679176330566,0.8555859923362732,0.6263024210929871,0.17803587019443512,0.3439912497997284,0.8572407364845276,0.6099258065223694,0.22439634799957275
0.34975767135620117,0.8554245233535767,0.6248405575752258,0.17710301280021667,0.3478889465332031,0.8542972803115845,0.6489571928977966,0.13491439819335938
0.3469977378845215,0.8556041121482849,0.6252741813659668,0.17949345707893372,0.35567328333854675,0.8525817394256592,0.7246329188346863,0.08208118379116058
0.3478110432624817,0.855627715587616,0.6297929286956787,0.17486415803432465,0.3456519842147827,0.8570723533630371,0.6365962624549866,0.18595349788665771
0.3464040160179138,0.856148362159729,0.6279272437095642,0.18510226905345917,0.34572213888168335,0.8559547662734985,0.6816608905792236,0.13622261583805084
0.3489916920661926,0.8518812656402588,0.5663314461708069,0.20489050447940826,0.34601014852523804,0.8556238412857056,0.5915602445602417,0.22766688466072083
0.3455435037612915,0.8564241528511047,0.6219871640205383,0.19679796695709229,0.3445623517036438,0.8566892147064209,0.6409784555435181,0.1758054941892624
