,precision,recall,f1-score,support
0,0.8672393572462113,0.9802769083502915,0.9203001150807504,290421.0
1,0.6468775044695149,0.1940453074433657,0.29853761238192783,54075.0
accuracy,0.8568633598067902,0.8568633598067902,0.8568633598067902,0.8568633598067902
macro avg,0.7570584308578631,0.5871611078968286,0.6094188637313391,344496.0
weighted avg,0.8326495007924357,0.8568633598067902,0.8227030244514286,344496.0
