,precision,recall,f1-score,support
0,0.8547827602998731,0.9791440701602157,0.912746852406134,290421.0
1,0.48765014379969546,0.10661118816458623,0.17497002898462755,54075.0
accuracy,0.8421839440806279,0.8421839440806279,0.8421839440806279,0.8421839440806279
macro avg,0.6712164520497843,0.5428776291624009,0.5438584406953808,344496.0
weighted avg,0.797154525901659,0.8421839440806279,0.7969391747363846,344496.0
