,precision,recall,f1-score,support
0,0.8747733320039632,0.9667413857813313,0.9184608464526683,290421.0
1,0.5897120040778183,0.2567360147942672,0.3577309094657098,54075.0
accuracy,0.8552929497004319,0.8552929497004319,0.8552929497004319,0.8552929497004319
macro avg,0.7322426680408908,0.6117387002877992,0.6380958779591891,344496.0
weighted avg,0.8300276998119892,0.8552929497004319,0.8304439425043794,344496.0
