,precision,recall,f1-score,support
0,0.8915573998700731,0.9262071268950937,0.9085520216034007,290421.0
1,0.49913527157146864,0.3949514563106796,0.44097333347098483,54075.0
accuracy,0.8428167525892899,0.8428167525892899,0.8428167525892899,0.8428167525892899
macro avg,0.6953463357207709,0.6605792916028866,0.6747626775371928,344496.0
weighted avg,0.8299595102349335,0.8428167525892899,0.8351569239512933,344496.0
