,precision,recall,f1-score,support
0,0.9120356734063852,0.842287575622975,0.8757751077632503,290421.0
1,0.3995805204168578,0.5636985668053629,0.4676587910401963,54075.0
accuracy,0.7985578932701686,0.7985578932701686,0.7985578932701686,0.7985578932701686
macro avg,0.6558080969116216,0.702993071214169,0.6717169494017233,344496.0
weighted avg,0.831596387034675,0.7985578932701686,0.8117137258406761,344496.0
