,precision,recall,f1-score,support
0,0.8617011652312369,0.9839061224911422,0.918757807111887,290421.0
1,0.6373370577281192,0.1519001386962552,0.2453295103265983,54075.0
accuracy,0.8533074404347221,0.8533074404347221,0.8533074404347221,0.8533074404347221
macro avg,0.749519111479678,0.5679031305936987,0.5820436587192427,344496.0
weighted avg,0.8264830810931595,0.8533074404347221,0.8130508173393949,344496.0
