,precision,recall,f1-score,support
0,0.8768003341951941,0.9539737140220577,0.9137604633214821,290421.0
1,0.5311962964261916,0.28009246417013406,0.36678452075362034,54075.0
accuracy,0.8481956249129162,0.8481956249129162,0.8481956249129162,0.8481956249129162
macro avg,0.7039983153106928,0.6170330890960959,0.6402724920375512,344496.0
weighted avg,0.822551407234188,0.8481956249129162,0.8279025024326557,344496.0
