,precision,recall,f1-score,support
0,0.90018577059945,0.8893124119812272,0.894716056909865,290421.0
1,0.4417449594498376,0.47040221914008323,0.4556234215192821,54075.0
accuracy,0.8235567321536389,0.8235567321536389,0.8235567321536389,0.8235567321536389
macro avg,0.6709653650246439,0.6798573155606552,0.6751697392145736,344496.0
weighted avg,0.8282250312500373,0.8235567321536389,0.8257923705426915,344496.0
