,precision,recall,f1-score,support
0,0.870946358428553,0.9726603792425479,0.918997525859727,290421.0
1,0.606111717432285,0.2259454461396209,0.3291797448574084,54075.0
accuracy,0.8554497004319354,0.8554497004319354,0.8554497004319354,0.8554497004319354
macro avg,0.738529037930419,0.5993029126910844,0.6240886353585677,344496.0
weighted avg,0.8293756777475778,0.8554497004319354,0.8264147483885796,344496.0
