,precision,recall,f1-score,support
0,0.8649771209460322,0.9802424755785566,0.9190096571182307,290421.0
1,0.6267724730063744,0.1781969486823856,0.2774985960920964,54075.0
accuracy,0.8543466397287631,0.8543466397287631,0.8543466397287631,0.8543466397287631
macro avg,0.7458747969762033,0.5792197121304711,0.5982541266051635,344496.0
weighted avg,0.8275865087550721,0.8543466397287631,0.8183126660791816,344496.0
