,precision,recall,f1-score,support
0,0.8600754662651398,0.9873390698331044,0.919323837996842,290421.0
1,0.6687984147000541,0.13730929264909847,0.22784110959387513,54075.0
accuracy,0.8539112210301426,0.8539112210301426,0.8539112210301426,0.8539112210301426
macro avg,0.7644369404825969,0.5623241812411014,0.5735824737953585,344496.0
weighted avg,0.8300510057100623,0.8539112210301426,0.8107828722428407,344496.0
