,precision,recall,f1-score,support
0,0.8564915256759371,0.9909545108652611,0.9188296968884291,290421.0
1,0.6902487914161066,0.10825705039297272,0.1871603043672869,54075.0
accuracy,0.8523988667502671,0.8523988667502671,0.8523988667502671,0.8523988667502671
macro avg,0.7733701585460219,0.5496057806291169,0.552995000627858,344496.0
weighted avg,0.8303966628760779,0.8523988667502671,0.8039806931247258,344496.0
