,precision,recall,f1-score,support
0,0.8727229962676636,0.9709903898134088,0.9192379344235041,290421.0
1,0.6058295124918125,0.23946370781322238,0.3432517329586874,54075.0
accuracy,0.8561637870976732,0.8561637870976732,0.8561637870976732,0.8561637870976732
macro avg,0.739276254379738,0.6052270488133156,0.6312448336910957,344496.0
weighted avg,0.8308291422456164,0.8561637870976732,0.8288262784268889,344496.0
