,precision,recall,f1-score,support
0,0.871144949586912,0.9719372910361165,0.9187851130452896,290421.0
1,0.601914716944268,0.22788719371243643,0.33060578419273484,54075.0
accuracy,0.8551449073429009,0.8551449073429009,0.8551449073429009,0.8551449073429009
macro avg,0.7365298332655901,0.5999122423742764,0.6246954486190123,344496.0
weighted avg,0.8288842997385801,0.8551449073429009,0.8264595208535025,344496.0
