,precision,recall,f1-score,support
0,0.8760735735970461,0.9648269236728749,0.9183107638661301,290421.0
1,0.5856488054192187,0.26699953767914936,0.3667818311147241,54075.0
accuracy,0.8552900469091078,0.8552900469091078,0.8552900469091078,0.8552900469091078
macro avg,0.7308611895081324,0.6159132306760121,0.6425462974904271,344496.0
weighted avg,0.8304860505511586,0.8552900469091078,0.8317381272069749,344496.0
