,precision,recall,f1-score,support
0,0.8434295174336708,0.9999173613478364,0.9150310527692266,290421.0
1,0.8743455497382199,0.00308830328247804,0.006154866767405006,54075.0
accuracy,0.8434466583066277,0.8434466583066277,0.8434466583066277,0.8434466583066277
macro avg,0.8588875335859454,0.5015028323151572,0.46059295976831577,344496.0
weighted avg,0.8482823588218683,0.8434466583066277,0.7723661749243503,344496.0
