,precision,recall,f1-score,support
0,0.8683596636397501,0.9792439251982467,0.9204744249725291,290421.0
1,0.6452030606238964,0.20271844660194174,0.3085062970519946,54075.0
accuracy,0.8573539315405694,0.8573539315405694,0.8573539315405694,0.8573539315405694
macro avg,0.7567813621318233,0.5909811859000942,0.6144903610122618,344496.0
weighted avg,0.8333311195983614,0.8573539315405694,0.8244147420812823,344496.0
