,precision,recall,f1-score,support
0,0.8648001238694635,0.9808071730350078,0.9191577928363989,290421.0
1,0.6312760468346894,0.17647711511789183,0.27584113770378077,54075.0
accuracy,0.854552737912777,0.854552737912777,0.854552737912777,0.854552737912777
macro avg,0.7480380853520765,0.5786421440764498,0.5974994652700898,344496.0
weighted avg,0.8281442135957435,0.854552737912777,0.8181773805056424,344496.0
