,precision,recall,f1-score,support
0,0.8664667207116679,0.9679052134659684,0.9143812556721891,290421.0
1,0.5356911581569116,0.1988719371243643,0.29006068779501015,54075.0
accuracy,0.8471912591147648,0.8471912591147648,0.8471912591147648,0.8471912591147648
macro avg,0.7010789394342898,0.5833885752951663,0.6022209717335996,344496.0
weighted avg,0.8145453963852652,0.8471912591147648,0.8163826295402211,344496.0
