,precision,recall,f1-score,support
0,0.8710899717197522,0.9768129715137679,0.9209271372689054,290421.0
1,0.6423221968449567,0.22363384188626906,0.3317604455296151,54075.0
accuracy,0.8585876178533277,0.8585876178533277,0.8585876178533277,0.8585876178533277
macro avg,0.7567060842823545,0.6002234067000185,0.6263437913992602,344496.0
weighted avg,0.8351806507803086,0.8585876178533277,0.8284465602642316,344496.0
