loss,accuracy,precision_335,recall_335,val_loss,val_accuracy,val_precision_335,val_recall_335
84272.5390625,0.722763180732727,0.23427307605743408,0.34466755390167236,33161.9765625,0.8446774482727051,0.5,5.6066382967401296e-05
15567.201171875,0.7801967859268188,0.2917098104953766,0.2890225946903229,7501.7333984375,0.8457573056221008,0.6248322129249573,0.017399268224835396
5665.353515625,0.784039318561554,0.3039795458316803,0.300881564617157,1107.9217529296875,0.8467674255371094,0.5144683122634888,0.23923525214195251
4123.78515625,0.7786147594451904,0.29491063952445984,0.30406492948532104,1403.9512939453125,0.8272897005081177,0.4282050132751465,0.33383792638778687
1805.287109375,0.7770200371742249,0.296822190284729,0.31640195846557617,6008.13134765625,0.7671903371810913,0.3579562306404114,0.628597617149353
5702.00341796875,0.7834479212760925,0.3082444965839386,0.31494438648223877,1816.99853515625,0.8244624137878418,0.390316903591156,0.23157285153865814
5964.77880859375,0.7747304439544678,0.2897125780582428,0.3085193336009979,3438.0615234375,0.8337339162826538,0.43766123056411743,0.2473275065422058
5626.8046875,0.7791426777839661,0.2978479564189911,0.30905571579933167,1213.720458984375,0.8482565879821777,0.5184807777404785,0.32324138283729553
7728.17529296875,0.7723827958106995,0.2936412990093231,0.3293920159339905,12858.173828125,0.8446774482727051,0.0,0.0
9119.041015625,0.7772812843322754,0.2965906858444214,0.31457123160362244,6101.61328125,0.792769730091095,0.3904235363006592,0.5953689217567444
8631.455078125,0.7782791256904602,0.3038410544395447,0.3292054533958435,7154.490234375,0.8450722098350525,0.9927536249160767,0.002560364780947566
2480.83056640625,0.7835004925727844,0.3099564015865326,0.3192704916000366,2507.628662109375,0.8389647603034973,0.40463268756866455,0.0780257135629654
7513.5283203125,0.7770835161209106,0.2977283000946045,0.3184892237186432,3260.8203125,0.6381264328956604,0.2701916992664337,0.7817522883415222
3682.42333984375,0.7848648428916931,0.3117234706878662,0.3168450891971588,4374.416015625,0.2522903084754944,0.1691938042640686,0.9753307700157166
28761.2734375,0.7595832943916321,0.2730282247066498,0.3279344141483307,37666.5859375,0.7682672739028931,0.35397040843963623,0.5962285995483398
17842.875,0.790917158126831,0.3228178918361664,0.3132302463054657,5939.4921875,0.83034348487854,0.4549863338470459,0.46639755368232727
16664.568359375,0.7766898274421692,0.2983807325363159,0.3220924139022827,24444.564453125,0.8472899794578552,0.7017937302589417,0.029247963801026344
40017.7265625,0.7862962484359741,0.3141232430934906,0.3156323730945587,12530.0517578125,0.8478443622589111,0.7136701941490173,0.03405098244547844
37760.00390625,0.7751967310905457,0.29349613189697266,0.3161454200744629,32984.94921875,0.8451970219612122,0.80756014585495,0.004391866736114025
11614.837890625,0.7952005863189697,0.3308599889278412,0.3093705475330353,2287.660888671875,0.8353159427642822,0.44464659690856934,0.24207594990730286
