,precision,recall,f1-score,support
0,0.8896070950865471,0.9297743620468217,0.9092473335522051,290421.0
1,0.5020995068600166,0.3803421174294961,0.43282090133316503,54075.0
accuracy,0.8435308392550276,0.8435308392550276,0.8435308392550276,0.8435308392550276
macro avg,0.6958533009732819,0.6550582397381589,0.671034117442685,344496.0
weighted avg,0.8287806331440292,0.8435308392550276,0.8344634193057564,344496.0
