,precision,recall,f1-score,support
0,0.8760180966883818,0.9547484513860912,0.9136904124440021,290421.0
1,0.5302066204332595,0.2742857142857143,0.36154005533278893,54075.0
accuracy,0.847937276485068,0.847937276485068,0.847937276485068,0.847937276485068
macro avg,0.7031123585608207,0.6145170828359028,0.6376152338883955,344496.0
weighted avg,0.8217366084316365,0.847937276485068,0.8270202317719803,344496.0
