,precision,recall,f1-score,support
0,0.8829287668249056,0.9490980335444062,0.9148184471803348,290421.0
1,0.5424636335499845,0.32412390198797963,0.40578804190542334,54075.0
accuracy,0.8509968185407087,0.8509968185407087,0.8509968185407087,0.8509968185407087
macro avg,0.7126962001874451,0.636610967766193,0.660303244542879,344496.0
weighted avg,0.8294864856900264,0.8509968185407087,0.8349167381177016,344496.0
