,precision,recall,f1-score,support
0,0.8726168428772607,0.9750637867096388,0.9210001658703805,290421.0
1,0.6375193953651334,0.23554322699953767,0.34399222189213274,54075.0
accuracy,0.8589823974734104,0.8589823974734104,0.8589823974734104,0.8589823974734104
macro avg,0.755068119121197,0.6053035068545882,0.6324961938812566,344496.0
weighted avg,0.835713963092827,0.8589823974734104,0.830428128544479,344496.0
