,precision,recall,f1-score,support
0,0.974903474903475,0.07824847376739286,0.144869330732379,290421.0
1,0.16653901477648467,0.9891816920943135,0.28508158321808025,54075.0
accuracy,0.2212362407691236,0.2212362407691236,0.2212362407691236,0.2212362407691236
macro avg,0.5707212448399798,0.5337150829308532,0.21497545697522963,344496.0
weighted avg,0.8480157659565872,0.2212362407691236,0.166878229393508,344496.0
