,precision,recall,f1-score,support
0,0.99151482672383,0.03822381990283072,0.07360990925577802,290421.0
1,0.16195619561956195,0.9982431807674527,0.27869635366247175,54075.0
accuracy,0.188916562166179,0.188916562166179,0.188916562166179,0.188916562166179
macro avg,0.576735511171696,0.5182335003351417,0.1761531314591249,344496.0
weighted avg,0.8613003018034731,0.188916562166179,0.10580200867432558,344496.0
