,precision,recall,f1-score,support
0,0.8654790704493805,0.9756319274432634,0.9172603005802802,290421.0
1,0.5864305750350631,0.18557558945908462,0.2819334990939357,54075.0
accuracy,0.8516180158840742,0.8516180158840742,0.8516180158840742,0.8516180158840742
macro avg,0.7259548227422219,0.5806037584511741,0.599596899837108,344496.0
weighted avg,0.8216772632018967,0.8516180158840742,0.8175340431190204,344496.0
