,precision,recall,f1-score,support
0,0.8650041527354814,0.9790132256276234,0.9184843002971959,290421.0
1,0.6141672469456226,0.17941747572815533,0.2777078085642317,54075.0
accuracy,0.8535019274534392,0.8535019274534392,0.8535019274534392,0.8535019274534392
macro avg,0.739585699840552,0.5792153506778893,0.5980960544307138,344496.0
weighted avg,0.8256306747253257,0.8535019274534392,0.8179026134547941,344496.0
