,precision,recall,f1-score,support
0,0.9035060331686532,0.9989440981176518,0.9488311988890604,98494.0
1,0.8041431261770244,0.03904892546867855,0.07448107448107448,10935.0
accuracy,0.9030238784965594,0.9030238784965594,0.9030238784965594,0.9030238784965594
macro avg,0.8538245796728388,0.5189965117931652,0.5116561366850675,109429.0
weighted avg,0.893576915768755,0.9030238784965594,0.8614593083444942,109429.0
