,precision,recall,f1-score,support
0,0.8443307063715939,0.9997210945489479,0.9154788574960073,290421.0
1,0.8706070287539937,0.010078594544613961,0.019926509570208955,54075.0
accuracy,0.8443784543216757,0.8443784543216757,0.8443784543216757,0.8443784543216757
macro avg,0.8574688675627937,0.5048998445467809,0.4677026835331081,344496.0
weighted avg,0.8484552597273027,0.8443784543216757,0.7749054017400986,344496.0
