,precision,recall,f1-score,support
0,0.845632136590436,0.9973108005275101,0.9152297079948304,290421.0
1,0.6061522945032779,0.02222838650023116,0.042884155695886404,54075.0
accuracy,0.8442536342947378,0.8442536342947378,0.8442536342947378,0.8442536342947378
macro avg,0.725892215546857,0.5097695935138706,0.4790569318453584,344496.0
weighted avg,0.8080413591623582,0.8442536342947378,0.7782989867656567,344496.0
