,precision,recall,f1-score,support
0,0.8430400840758192,0.9998794852989281,0.9147859726055015,290421.0
1,0.2222222222222222,0.0001849283402681461,0.00036954915003695497,54075.0
accuracy,0.8429589893641726,0.8429589893641726,0.8429589893641726,0.8429589893641726
macro avg,0.5326311531490207,0.5000322068195981,0.45757776087776925,344496.0
weighted avg,0.7455912722471383,0.8429589893641726,0.771251452325573,344496.0
