,precision,recall,f1-score,support
0,0.8714613099098765,0.97155508726986,0.918790164099909,290421.0
1,0.601264600830196,0.23036523347202958,0.3331060393352319,54075.0
accuracy,0.8552116715433561,0.8552116715433561,0.8552116715433561,0.8552116715433561
macro avg,0.7363629553700362,0.6009601603709448,0.6259481017175704,344496.0
weighted avg,0.8290489537621019,0.8552116715433561,0.8268562402034053,344496.0
