,precision,recall,f1-score,support
0,0.8473179739711573,0.9953515758157985,0.9153885249872937,290421.0
1,0.5953237410071942,0.03672676837725381,0.06918534775565657,54075.0
accuracy,0.8448777344294274,0.8448777344294274,0.8448777344294274,0.8448777344294274
macro avg,0.7213208574891757,0.5160391720965262,0.49228693637147514,344496.0
weighted avg,0.8077628321189259,0.8448777344294274,0.7825613316126223,344496.0
