,precision,recall,f1-score,support
0,0.8641995207220796,0.9784864042200805,0.9177988176000283,290421.0
1,0.601225427623181,0.17420249653259362,0.27013463716788777,54075.0
accuracy,0.8522392132274395,0.8522392132274395,0.8522392132274395,0.8522392132274395
macro avg,0.7327124741726303,0.5763444503763371,0.5939667273839581,344496.0
weighted avg,0.8229208873436864,0.8522392132274395,0.8161359810014378,344496.0
