,precision,recall,f1-score,support
0,0.8610953312714342,0.9864610341538663,0.9195248457770845,290421.0
1,0.6665818706012041,0.14537216828478963,0.2386895002125463,54075.0
accuracy,0.8544366262598114,0.8544366262598114,0.8544366262598114,0.8544366262598114
macro avg,0.7638386009363192,0.565916601219328,0.5791071729948154,344496.0
weighted avg,0.8305628566251606,0.8544366262598114,0.8126551831063934,344496.0
