loss,accuracy,precision_233,recall_233,val_loss,val_accuracy,val_precision_233,val_recall_233
0.39463111758232117,0.8445789217948914,0.5020591020584106,0.1293640285730362,0.3759686052799225,0.8537486791610718,0.6059250235557556,0.16704043745994568
0.3745085597038269,0.8531004786491394,0.5936986207962036,0.17688146233558655,0.37223151326179504,0.8530142307281494,0.5854355096817017,0.1838977336883545
0.3715845048427582,0.8529462218284607,0.5837160348892212,0.19118915498256683,0.370114803314209,0.8527036309242249,0.5733460783958435,0.20196980237960815
0.36988478899002075,0.8526051640510559,0.5753580331802368,0.2009841650724411,0.3686452805995941,0.8526949286460876,0.5710829496383667,0.2073521763086319
0.36864423751831055,0.852496325969696,0.5711638331413269,0.20847034454345703,0.3676711916923523,0.8524888753890991,0.5652363896369934,0.2178739607334137
0.3677489161491394,0.8524273633956909,0.5684106349945068,0.2139742076396942,0.36679714918136597,0.8526949286460876,0.5677160024642944,0.216378852725029
0.366997092962265,0.8523402810096741,0.5661628842353821,0.21797382831573486,0.3661956191062927,0.8527849316596985,0.5700526833534241,0.21237945556640625
0.3663178086280823,0.8523656725883484,0.5654432773590088,0.22079572081565857,0.3655107915401459,0.8524308204650879,0.5624386072158813,0.22482618689537048
0.3657449185848236,0.8523021936416626,0.5638960599899292,0.22372256219387054,0.3655565083026886,0.8512755036354065,0.5477741956710815,0.2435336709022522
0.36527687311172485,0.8520355224609375,0.5608963966369629,0.22559994459152222,0.3644745349884033,0.8522160053253174,0.5587795972824097,0.2306944727897644
0.36474183201789856,0.8521878719329834,0.5615360140800476,0.22797873616218567,0.3640861511230469,0.8517079949378967,0.5523834228515625,0.23865589499473572
0.3643338680267334,0.8520826697349548,0.560133159160614,0.2295645922422409,0.3636273443698883,0.8524888753890991,0.5626251101493835,0.22591014206409454
0.36382633447647095,0.8521715402603149,0.5601338744163513,0.23222322762012482,0.3632582128047943,0.8516789674758911,0.5509850382804871,0.24357105791568756
0.36346328258514404,0.8521933555603027,0.5600795745849609,0.23306280374526978,0.36273670196533203,0.852242112159729,0.5578750967979431,0.2347312569618225
0.3630872070789337,0.8520536422729492,0.5588506460189819,0.23314443230628967,0.36236584186553955,0.8523204922676086,0.5573663115501404,0.23904836177825928
0.36269113421440125,0.8525344133377075,0.5620666742324829,0.23632781207561493,0.36225616931915283,0.8518792390823364,0.5504001975059509,0.25317710638046265
0.36239421367645264,0.8524382710456848,0.5612485408782959,0.23630449175834656,0.36172816157341003,0.8531506657600403,0.5695695877075195,0.2233124077320099
0.36198461055755615,0.8526976704597473,0.563413143157959,0.23652604222297668,0.36132827401161194,0.8526107668876648,0.560339093208313,0.2371608018875122
0.36167600750923157,0.8529607653617859,0.5656036734580994,0.23680590093135834,0.36105647683143616,0.8523988723754883,0.5566149950027466,0.24437467753887177
0.3613572418689728,0.8529915809631348,0.5657506585121155,0.23719069361686707,0.3607255816459656,0.853705108165741,0.5701904892921448,0.23607684671878815
