loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
0.2276192307472229,0.9123567342758179,0.6568829417228699,0.28366512060165405,0.8825758099555969,0.1462000608444214,0.9404422044754028,0.69010990858078,0.7337194085121155,0.9655429124832153
0.11820726841688156,0.9513899087905884,0.7978123426437378,0.6972057223320007,0.9727565050125122,0.08091416954994202,0.9690226316452026,0.800282895565033,0.9196383357048035,0.9922091960906982
0.07650517672300339,0.9696051478385925,0.8705201745033264,0.8225298523902893,0.9884121417999268,0.04881008341908455,0.9818300008773804,0.9035878777503967,0.915980875492096,0.9959988594055176
0.05666282773017883,0.9778847098350525,0.9025622606277466,0.8764786124229431,0.9931861758232117,0.032200153917074203,0.9885637760162354,0.926509439945221,0.961901843547821,0.9984731674194336
32108584960.0,0.9814440608024597,0.9178381562232971,0.8972880840301514,0.9949431419372559,0.033946968615055084,0.988055944442749,0.908627986907959,0.9789698123931885,0.9987243413925171
0.03885328397154808,0.9852290153503418,0.9342390894889832,0.9189878106117249,0.9964686632156372,0.026857122778892517,0.9902091026306152,0.9222866892814636,0.9850655198097229,0.999151349067688
0.03454713150858879,0.9867914915084839,0.9399281740188599,0.9290920495986938,0.9971808791160583,0.018906043842434883,0.9932764172554016,0.9570845365524292,0.9765315651893616,0.9991507530212402
0.03218086063861847,0.9877718687057495,0.9445244669914246,0.9342554807662964,0.9974231719970703,0.02873021736741066,0.9893763065338135,0.9096581935882568,0.9922787547111511,0.9993699193000793
0.02931482158601284,0.988994836807251,0.9498831629753113,0.941099226474762,0.9976630806922913,0.02608204074203968,0.9905645847320557,0.9185762405395508,0.9937011003494263,0.9995020627975464
0.029200416058301926,0.9888898730278015,0.9494770169258118,0.940453827381134,0.9978114366531372,0.026698173955082893,0.9902192950248718,0.9158861041069031,0.9933963418006897,0.9994605779647827
0.027995118871331215,0.9895137548446655,0.952100932598114,0.9440593123435974,0.9979211091995239,0.019950661808252335,0.9927888512611389,0.9409095048904419,0.9900436997413635,0.9996474981307983
0.026296332478523254,0.9901286363601685,0.9549294114112854,0.947342038154602,0.9980190396308899,0.02226012386381626,0.9916411638259888,0.9274071455001831,0.9942091107368469,0.9996626377105713
0.024269916117191315,0.990921676158905,0.9584864974021912,0.9516708850860596,0.9983398914337158,0.01295454427599907,0.9953787922859192,0.9658594727516174,0.9887229800224304,0.9997068643569946
0.02307325415313244,0.9915004372596741,0.9613974690437317,0.9544862508773804,0.9984016418457031,0.015680518001317978,0.9943631291389465,0.9526315927505493,0.9929899573326111,0.9997652769088745
0.02227272093296051,0.9917181730270386,0.9621113538742065,0.9559551477432251,0.998428463935852,0.011875507421791553,0.9958155155181885,0.9677611589431763,0.9911612272262573,0.9997504949569702
0.020789017900824547,0.9922438859939575,0.9641490578651428,0.9591600298881531,0.9985854029655457,0.015901222825050354,0.9943935871124268,0.9522928595542908,0.9937011003494263,0.9996491074562073
0.02010858990252018,0.992622971534729,0.965924084186554,0.9611408710479736,0.9986465573310852,0.011661751195788383,0.9961202144622803,0.9680419564247131,0.9940059185028076,0.999769389629364
0.019530421122908592,0.9927685260772705,0.9667237401008606,0.9617751240730286,0.9987022876739502,0.012208430096507072,0.9958967566490173,0.9663076996803284,0.993599534034729,0.9997340440750122
0.018727414309978485,0.9932118654251099,0.9685495495796204,0.9643568396568298,0.9987789988517761,0.016689009964466095,0.9940990805625916,0.9476991295814514,0.9959362149238586,0.9997611045837402
0.018101688474416733,0.9934758543968201,0.9694164395332336,0.9661262035369873,0.9987499713897705,0.014662733301520348,0.9949522018432617,0.9556357264518738,0.9957330226898193,0.9995604157447815
