loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
0.21827338635921478,0.9145498871803284,0.6765706539154053,0.3010360300540924,0.8902468085289001,0.13280853629112244,0.9442915320396423,0.812625527381897,0.5754343271255493,0.9662357568740845
0.1168186366558075,0.9526274800300598,0.8107038140296936,0.6950023770332336,0.97283935546875,0.06461869925260544,0.97418212890625,0.8993545770645142,0.8352128267288208,0.9920516610145569
0.07447937875986099,0.9708653092384338,0.8804358243942261,0.8245996832847595,0.9885601997375488,0.04034733027219772,0.9847245812416077,0.921204149723053,0.9264451861381531,0.9969997406005859
876305252352.0,0.9729839563369751,0.8864137530326843,0.8413251042366028,0.9904045462608337,0.041583988815546036,0.9833128452301025,0.9575892686843872,0.8716854453086853,0.9971832633018494
0.05290314182639122,0.979350209236145,0.9115187525749207,0.8819202780723572,0.9938333630561829,0.02704836241900921,0.9899958372116089,0.971671998500824,0.926953136920929,0.9986000657081604
0.0443945974111557,0.9830651879310608,0.9267795085906982,0.9044100642204285,0.9955008029937744,0.024460667744278908,0.9912654161453247,0.9535494446754456,0.9593619704246521,0.998775839805603
0.03882557898759842,0.9851037859916687,0.9349347949028015,0.9168734550476074,0.9965383410453796,0.019378582015633583,0.9931443333625793,0.9553943872451782,0.9770395159721375,0.9991898536682129
0.034731972962617874,0.9868468046188354,0.9420602917671204,0.9272893071174622,0.9969525337219238,0.019640151411294937,0.9923419952392578,0.9773132801055908,0.9453418850898743,0.9989340901374817
0.03346201404929161,0.9874458312988281,0.944223165512085,0.9311730265617371,0.9972007274627686,0.016346685588359833,0.99411940574646,0.9749795198440552,0.9659656882286072,0.9994097948074341
0.03053276240825653,0.9886056184768677,0.9493740797042847,0.9376050233840942,0.9974786639213562,0.015281557105481625,0.9947287440299988,0.9787430763244629,0.9683023691177368,0.9994034171104431
