,precision,recall,f1-score,support
0,0.8684253219422754,0.9768749505028906,0.9194633047592812,290421.0
1,0.6228449486157129,0.20510402219140084,0.3085890765421107,54075.0
accuracy,0.8557312711903766,0.8557312711903766,0.8557312711903766,0.8557312711903766
macro avg,0.7456351352789942,0.5909894863471458,0.614026190650696,344496.0
weighted avg,0.8298769536371751,0.8557312711903766,0.8235753295989208,344496.0
