,precision,recall,f1-score,support
0,0.843031559147276,1.0,0.9148313874096929,290421.0
1,0.0,0.0,0.0,54075.0
accuracy,0.843031559147276,0.843031559147276,0.843031559147276,0.843031559147276
macro avg,0.421515779573638,0.5,0.45741569370484647,344496.0
weighted avg,0.7107022097182871,0.843031559147276,0.7712317308848591,344496.0
