,precision,recall,f1-score,support
0,0.8696037702272322,0.9759039463399686,0.9196924439800567,290421.0
1,0.6232367825993324,0.2140730466944059,0.3186829825599802,54075.0
accuracy,0.8563205378291765,0.8563205378291765,0.8563205378291765,0.8563205378291765
macro avg,0.7464202764132823,0.5949884965171872,0.6191877132700184,344496.0
weighted avg,0.8309319283016985,0.8563205378291765,0.825352925883212,344496.0
