,precision,recall,f1-score,support
0,0.8730566595803678,0.975714566095427,0.9215354371039577,290421.0
1,0.6460403492923819,0.23805825242718445,0.3479142173754408,54075.0
accuracy,0.859925804653755,0.859925804653755,0.859925804653755,0.859925804653755
macro avg,0.7595485044363748,0.6068864092613057,0.6347248272396993,344496.0
weighted avg,0.8374222633063245,0.859925804653755,0.8314950086031345,344496.0
