,precision,recall,f1-score,support
0,0.8682153234439517,0.9774189882963009,0.9195864399202424,290421.0
1,0.6262395987689502,0.20319926028663893,0.306837380098016,54075.0
accuracy,0.8558909247132043,0.8558909247132043,0.8558909247132043,0.8558909247132043
macro avg,0.7472274611064509,0.59030912429147,0.6132119100091291,344496.0
weighted avg,0.8302327712175086,0.8558909247132043,0.823404175365975,344496.0
